player,nationality,position,age,club,league,minutes_90s,Y,R,YR,fouls,fouled,offsides,crosses,interceptions,tklw,pens_won,pens_conceded,OG,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Max Bruns,NED,DF,20,Twente,Eredivisie,6.3,0,1,0,6,2,0,0,7,6,0,0,0,34,18,21,46.2
Alec Van Hoorenbeeck,BEL,DF,24,Twente,Eredivisie,5.8,1,0,0,4,2,0,2,4,4,0,1,0,25,16,17,48.5
Mitchell van Bergen,NED,FW,23,Twente,Eredivisie,5.8,0,0,0,2,5,2,68,4,5,0,0,0,26,3,13,18.8
Naci Ünüvar,NED,"FW,MF",20,Twente,Eredivisie,5.6,0,0,0,6,2,4,12,2,4,0,0,0,29,2,3,40.0
Younes Taha El Idrissi,MAR,"FW,MF",21,Twente,Eredivisie,5.2,2,0,0,3,4,0,53,1,8,0,0,0,31,7,5,58.3
Myron Boadu,NED,"FW,MF",22,Twente,Eredivisie,3.3,1,0,0,9,5,5,0,0,1,0,0,0,3,9,7,56.3
Przemysław Tytoń,POL,GK,36,Twente,Eredivisie,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Mats Rots,NED,DF,17,Twente,Eredivisie,0.8,0,0,0,0,1,0,1,2,0,0,0,0,4,0,0,0.0
Anass Salah-Eddine,NED,"DF,MF",21,Twente,Eredivisie,1.4,0,0,0,2,3,0,5,1,6,0,1,0,10,0,3,0.0
Gijs Besselink,NED,"FW,MF",19,Twente,Eredivisie,0.6,0,0,0,5,2,0,0,1,2,0,0,0,8,0,3,0.0
Julien Mesbahi,NED,DF,17,Twente,Eredivisie,0.4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0.0
Vangelis Pavlidis,GRE,FW,24,AZ Alkmaar,Eredivisie,33.3,2,0,0,30,54,23,35,3,18,0,0,0,90,65,91,41.7
Yukinari Sugawara,JPN,DF,23,AZ Alkmaar,Eredivisie,28.4,1,0,0,15,13,2,178,18,25,0,0,0,147,9,13,40.9
Mathew Ryan,AUS,GK,31,AZ Alkmaar,Eredivisie,29.0,0,0,0,1,0,0,0,0,0,0,0,0,38,7,2,77.8
Dani de Wit,NED,MF,25,AZ Alkmaar,Eredivisie,27.9,7,1,0,68,29,5,9,16,25,0,1,0,57,103,82,55.7
Riechedly Bazoer,NED,DF,26,AZ Alkmaar,Eredivisie,27.0,5,0,0,19,25,1,42,21,16,0,1,0,165,27,28,49.1
David Møller Wolfe,NOR,DF,21,AZ Alkmaar,Eredivisie,26.4,4,0,0,23,17,0,54,30,25,0,0,0,144,30,24,55.6
Sven Mijnans,NED,"MF,FW",23,AZ Alkmaar,Eredivisie,26.3,2,0,0,25,15,11,40,25,26,0,0,0,132,15,20,42.9
Jordy Clasie,NED,MF,32,AZ Alkmaar,Eredivisie,27.4,4,0,0,21,11,0,6,43,32,0,0,1,201,10,17,37.0
Ruben van Bommel,NED,FW,18,AZ Alkmaar,Eredivisie,17.2,2,0,0,26,14,1,38,10,21,0,0,0,66,11,16,40.7
Alexandre Penetra,POR,DF,21,AZ Alkmaar,Eredivisie,19.5,0,0,0,8,8,0,8,20,7,0,0,0,72,41,48,46.1
Myron van Brederode,NED,FW,20,AZ Alkmaar,Eredivisie,14.6,1,0,0,2,20,5,28,9,19,0,0,0,82,3,6,33.3
Wouter Goes,NED,DF,19,AZ Alkmaar,Eredivisie,12.6,2,0,0,17,7,0,3,12,12,0,0,0,54,19,25,43.2
Kristijan Belic,SRB,MF,22,AZ Alkmaar,Eredivisie,10.2,6,0,0,20,13,0,1,18,28,0,1,0,78,17,27,38.6
Mayckel Lahdo,SWE,FW,20,AZ Alkmaar,Eredivisie,8.5,0,0,0,13,8,0,13,2,6,0,0,0,39,3,9,25.0
Bruno Martins Indi,NED,DF,31,AZ Alkmaar,Eredivisie,8.4,3,0,0,7,4,0,7,7,4,0,0,0,50,14,16,46.7
Tiago Dantas,POR,MF,22,AZ Alkmaar,Eredivisie,7.7,0,0,0,2,5,0,7,3,8,0,0,0,51,2,4,33.3
Ernest Poku,NED,FW,19,AZ Alkmaar,Eredivisie,7.4,1,0,0,9,9,2,10,5,7,1,0,0,28,5,19,20.8
Ibrahim Sadiq,GHA,"FW,MF",23,AZ Alkmaar,Eredivisie,7.3,3,0,0,12,12,3,13,4,12,0,0,0,35,8,16,33.3
Jens Odgaard,DEN,"FW,MF",24,AZ Alkmaar,Eredivisie,4.9,0,0,0,11,12,2,23,1,4,0,0,0,21,11,12,47.8
Mees de Wit,NED,DF,25,AZ Alkmaar,Eredivisie,4.6,1,0,0,6,0,0,8,3,7,0,0,0,25,1,4,20.0
Rome-Jayden Owusu-Oduro,NED,GK,19,AZ Alkmaar,Eredivisie,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,100.0
Denso Kasius,NED,DF,20,AZ Alkmaar,Eredivisie,5.0,0,1,0,5,2,0,16,9,11,0,0,0,37,0,2,0.0
Djordje Mihailovic,USA,MF,24,AZ Alkmaar,Eredivisie,3.1,0,0,0,4,7,0,5,3,6,0,0,0,15,2,5,28.6
Jayden Addai,NED,FW,17,AZ Alkmaar,Eredivisie,3.3,1,0,0,5,8,0,6,0,7,0,0,0,15,2,2,50.0
Pantelis Hatzidiakos,GRE,DF,26,AZ Alkmaar,Eredivisie,2.0,1,0,0,2,0,0,4,1,1,0,0,0,9,2,2,50.0
Kenzo Goudmijn,NED,MF,21,AZ Alkmaar,Eredivisie,2.7,1,0,0,3,4,0,4,1,2,0,0,0,20,3,1,75.0
Hobie Verhulst,NED,GK,30,AZ Alkmaar,Eredivisie,1.0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0.0
Dave Kwakman,NED,MF,18,AZ Alkmaar,Eredivisie,0.8,0,0,0,3,4,0,2,1,0,0,0,0,5,0,5,0.0
Maxim Dekker,NED,DF,19,AZ Alkmaar,Eredivisie,0.9,0,0,0,1,1,0,2,3,2,0,0,0,8,1,2,33.3
Lequincio Zeefuik,NED,"MF,FW",18,AZ Alkmaar,Eredivisie,0.7,0,0,0,1,1,0,0,0,0,0,0,0,4,5,5,50.0
Finn Stam,NED,DF,20,AZ Alkmaar,Eredivisie,0.4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0.0
Mexx Meerdink,NED,"FW,MF",20,AZ Alkmaar,Eredivisie,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,40.0
Kees Smit,NED,MF,17,AZ Alkmaar,Eredivisie,0.2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0.0
Jorrel Hato,NED,DF,17,Ajax,Eredivisie,32.9,5,0,0,12,13,0,9,45,38,0,0,1,189,76,69,52.4
Kenneth Taylor,NED,"MF,DF",21,Ajax,Eredivisie,30.6,3,0,0,29,29,4,39,26,27,0,0,0,135,25,24,51.0
Brian Brobbey,NED,FW,21,Ajax,Eredivisie,26.7,4,0,0,26,53,24,7,0,4,2,0,0,38,65,39,62.5
Devyne Rensch,NED,DF,20,Ajax,Eredivisie,24.6,2,1,0,15,24,1,14,31,29,1,1,0,112,20,19,51.3
Steven Bergwijn,NED,"FW,MF",25,Ajax,Eredivisie,21.6,5,1,0,13,23,3,20,4,12,0,1,0,84,10,13,43.5
Josip Šutalo,CRO,DF,23,Ajax,Eredivisie,22.0,2,0,0,15,15,0,3,40,12,0,0,0,151,57,42,57.6
Kristian Nökkvi Hlynsson,ISL,"MF,FW",19,Ajax,Eredivisie,19.6,2,0,0,20,25,2,26,5,13,0,0,0,84,8,16,33.3
Diant Ramaj,GER,GK,21,Ajax,Eredivisie,20.3,0,0,0,0,2,0,0,0,0,0,0,0,35,8,3,72.7
Benjamin Tahirovic,BIH,MF,20,Ajax,Eredivisie,18.5,5,0,0,28,18,0,2,26,24,0,1,0,133,10,11,47.6
Steven Berghuis,NED,"FW,MF",31,Ajax,Eredivisie,16.0,1,0,0,12,15,4,126,5,15,0,0,0,59,4,6,40.0
Anton Gaaei,DEN,DF,20,Ajax,Eredivisie,12.9,1,0,0,10,6,0,66,20,13,0,0,0,78,20,22,47.6
Sivert Mannsverk,NOR,"MF,DF",21,Ajax,Eredivisie,9.8,4,0,0,12,9,0,2,9,7,0,0,0,45,18,16,52.9
Branco van den Boomen,NED,MF,28,Ajax,Eredivisie,11.9,1,0,0,10,6,0,84,8,11,0,0,0,73,6,7,46.2
Ahmetcan Kaplan,TUR,DF,20,Ajax,Eredivisie,10.5,3,1,0,14,12,0,0,9,14,0,0,0,54,43,23,65.2
Borna Sosa,CRO,DF,25,Ajax,Eredivisie,9.4,1,0,0,4,4,0,57,16,14,0,0,0,45,9,7,56.3
Jordan Henderson,ENG,MF,33,Ajax,Eredivisie,8.3,0,0,0,8,4,0,40,5,2,0,0,0,43,6,3,66.7
Chuba Akpom,ENG,"FW,MF",27,Ajax,Eredivisie,11.7,0,0,0,11,29,5,5,3,8,0,0,0,35,42,44,48.8
Carlos Forbs,POR,FW,19,Ajax,Eredivisie,9.2,0,0,0,6,9,4,31,2,12,1,0,0,37,0,8,0.0
Ar'jany Martha,NED,"DF,FW",19,Ajax,Eredivisie,7.8,0,0,0,4,5,0,25,11,12,0,0,0,57,6,8,42.9
Jay Gorter,NED,GK,23,Ajax,Eredivisie,7.4,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0.0
Mika Godts,BEL,"FW,MF",18,Ajax,Eredivisie,6.4,0,0,0,1,6,2,17,1,5,0,0,0,27,2,2,50.0
Gerónimo Rulli,ARG,GK,31,Ajax,Eredivisie,6.3,0,0,0,0,2,0,0,0,0,0,0,0,8,4,0,100.0
Tristan Gooijer,NED,"DF,MF",18,Ajax,Eredivisie,6.3,0,0,0,6,3,0,10,4,17,0,0,0,34,4,3,57.1
Gastón Ávila,ARG,DF,21,Ajax,Eredivisie,3.9,1,0,0,6,11,0,5,3,10,0,0,0,25,5,4,55.6
Silvano Vos,NED,MF,18,Ajax,Eredivisie,3.9,3,0,0,5,3,0,0,12,5,0,0,0,18,5,1,83.3
Jakov Medić,CRO,DF,24,Ajax,Eredivisie,3.7,1,0,0,2,4,0,0,2,2,0,0,0,24,5,3,62.5
Georges Mikautadze,GEO,"MF,FW",22,Ajax,Eredivisie,2.6,0,0,0,1,4,0,1,0,0,0,0,0,12,1,2,33.3
Anass Salah-Eddine,NED,DF,21,Ajax,Eredivisie,2.1,0,0,0,5,2,0,9,1,3,0,0,0,14,1,1,50.0
Mohammed Kudus,GHA,"FW,MF",22,Ajax,Eredivisie,2.0,0,0,0,2,3,1,8,1,2,0,0,0,9,1,2,33.3
Jaydon Amauri Banel,NED,"FW,MF",18,Ajax,Eredivisie,1.0,0,0,0,2,4,0,2,0,2,0,0,0,4,1,0,100.0
Amourrichio Van Axel Dongen,NED,FW,18,Ajax,Eredivisie,0.6,0,0,0,2,1,0,2,1,0,0,0,0,4,0,0,0.0
Julian Rijkhoff,NED,"FW,MF",18,Ajax,Eredivisie,0.8,0,0,0,1,1,1,0,1,1,0,0,0,3,2,4,33.3
Davy Klaassen,NED,MF,30,Ajax,Eredivisie,0.7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.0
Owen Wijndal,NED,DF,23,Ajax,Eredivisie,0.5,0,0,0,0,0,0,1,1,1,0,0,0,6,2,0,100.0
Kian Fitz-Jim,NED,"MF,FW",20,Ajax,Eredivisie,0.5,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0.0
Calvin Verdonk,NED,DF,26,NEC Nijmegen,Eredivisie,31.7,5,0,0,39,18,1,85,39,71,0,1,0,213,31,32,49.2
Jasper Cillessen,NED,GK,34,NEC Nijmegen,Eredivisie,29.3,1,0,0,0,4,0,0,0,0,0,0,0,37,9,0,100.0
Bram Nuytinck,NED,DF,33,NEC Nijmegen,Eredivisie,26.7,3,1,0,26,6,0,3,27,21,0,0,0,125,75,64,54.0
Dirk Proper,NED,MF,21,NEC Nijmegen,Eredivisie,25.5,4,0,0,25,22,0,4,28,24,0,1,0,132,42,44,48.8
Koki Ogawa,JPN,FW,25,NEC Nijmegen,Eredivisie,24.5,1,0,0,17,33,14,0,5,12,1,0,0,34,69,88,43.9
Sontje Hansen,NED,FW,21,NEC Nijmegen,Eredivisie,21.2,3,0,0,11,24,4,40,6,16,2,0,0,94,15,26,36.6
Bart van Rooij,NED,DF,22,NEC Nijmegen,Eredivisie,21.9,5,1,1,15,19,0,73,12,23,0,1,0,105,27,25,51.9
Mees Hoedemakers,NED,MF,25,NEC Nijmegen,Eredivisie,21.7,2,1,0,18,15,2,46,30,35,0,0,0,126,14,23,37.8
Philippe Sandler,NED,DF,26,NEC Nijmegen,Eredivisie,20.8,3,0,0,19,10,0,2,17,14,0,1,0,92,46,22,67.6
Magnus Mattsson,DEN,MF,24,NEC Nijmegen,Eredivisie,19.0,1,0,0,9,33,0,17,14,18,0,0,0,109,21,31,40.4
Youri Baas,NED,"DF,FW",20,NEC Nijmegen,Eredivisie,19.1,4,0,0,18,21,1,28,14,40,0,1,0,109,21,22,48.8
Kodai Sano,JPN,"FW,MF",19,NEC Nijmegen,Eredivisie,17.7,3,0,0,19,35,2,24,20,17,1,0,0,101,17,23,42.5
Roberto González,ESP,"FW,MF",22,NEC Nijmegen,Eredivisie,15.4,2,0,0,16,44,2,36,4,14,1,0,0,73,7,17,29.2
Lasse Schöne,DEN,MF,37,NEC Nijmegen,Eredivisie,13.8,2,0,0,18,9,0,70,13,7,0,0,0,98,14,16,46.7
Tjaronn Chery,SUR,"MF,FW",35,NEC Nijmegen,Eredivisie,11.5,0,0,0,2,15,2,75,4,6,0,0,0,48,1,3,25.0
Brayann Pereira,FRA,DF,20,NEC Nijmegen,Eredivisie,8.8,1,0,0,12,20,0,26,14,24,0,1,0,45,12,10,54.5
Mathias Ross,DEN,DF,22,NEC Nijmegen,Eredivisie,11.6,3,0,0,9,10,0,0,11,8,0,0,0,27,39,18,68.4
Lars Olden Larsen,NOR,FW,24,NEC Nijmegen,Eredivisie,7.5,0,0,0,10,6,0,12,4,17,0,0,0,31,8,17,32.0
Bas Dost,NED,FW,34,NEC Nijmegen,Eredivisie,5.1,1,0,0,0,3,5,2,1,0,0,0,0,5,48,24,66.7
Sylla Sow,NED,FW,26,NEC Nijmegen,Eredivisie,5.4,1,0,0,11,10,5,4,1,2,1,0,0,13,7,22,24.1
Robin Roefs,NED,GK,20,NEC Nijmegen,Eredivisie,4.7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0
Elayis Tavsan,NED,FW,22,NEC Nijmegen,Eredivisie,3.8,3,1,1,6,10,2,8,0,3,0,0,0,15,2,2,50.0
Yvandro Borges Sanches,LUX,"FW,MF",19,NEC Nijmegen,Eredivisie,2.4,0,0,0,0,3,0,4,0,1,0,0,0,9,0,0,0.0
Sai van Wermeskerken,JPN,DF,29,NEC Nijmegen,Eredivisie,1.8,1,0,0,1,0,0,2,4,3,0,0,0,10,4,3,57.1
Pedro David Rosendo Marques,POR,FW,25,NEC Nijmegen,Eredivisie,0.5,2,0,0,0,3,0,2,0,0,0,0,0,4,1,2,33.3
Nils Rossen,NED,"MF,FW",17,NEC Nijmegen,Eredivisie,0.3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0.0
Luc Netten,NED,DF,19,NEC Nijmegen,Eredivisie,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
D'Leanu Arts,NED,DF,20,NEC Nijmegen,Eredivisie,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
Ryan Flamingo,NED,"MF,DF",20,Utrecht,Eredivisie,30.7,4,0,0,25,13,1,8,39,26,0,1,0,174,67,59,53.2
Vasilios Barkas,GRE,GK,29,Utrecht,Eredivisie,29.0,2,0,0,0,3,0,0,0,2,0,0,0,39,7,0,100.0
Souffian El Karouani,MAR,DF,22,Utrecht,Eredivisie,27.2,4,0,0,29,24,2,120,17,50,0,0,0,121,29,26,52.7
Oscar Fraulo,DEN,MF,19,Utrecht,Eredivisie,23.3,4,0,0,23,28,3,23,17,27,0,0,1,120,27,22,55.1
Hidde ter Avest,NED,DF,26,Utrecht,Eredivisie,22.9,2,0,0,30,20,4,64,23,24,0,0,0,94,30,25,54.5
Nick Viergever,NED,DF,33,Utrecht,Eredivisie,22.8,1,1,0,11,6,0,8,13,15,0,0,0,79,47,34,58.0
Othman Boussaid,BEL,FW,23,Utrecht,Eredivisie,21.9,2,0,0,5,14,1,94,19,12,0,0,0,131,1,8,11.1
Can Bozdogan,GER,MF,22,Utrecht,Eredivisie,21.8,4,0,0,28,43,1,61,25,36,0,1,0,160,29,30,49.2
Jens Toornstra,NED,"MF,FW",34,Utrecht,Eredivisie,19.8,3,0,0,24,7,5,141,14,24,0,0,0,101,6,25,19.4
Mike van der Hoorn,NED,DF,30,Utrecht,Eredivisie,18.5,5,0,0,26,15,1,1,14,18,0,0,0,101,70,31,69.3
Sam Lammers,NED,FW,26,Utrecht,Eredivisie,17.8,0,0,0,21,28,7,12,4,16,0,0,0,40,46,39,54.1
Victor Jensen,DEN,"MF,FW",23,Utrecht,Eredivisie,16.4,2,0,0,26,16,3,12,6,19,0,0,0,83,15,27,35.7
Taylor Booth,USA,FW,22,Utrecht,Eredivisie,9.6,0,0,0,8,12,5,57,7,5,0,0,0,41,7,5,58.3
Mats Seuntjens,NED,"FW,MF",31,Utrecht,Eredivisie,10.6,2,0,0,18,9,3,50,5,5,0,1,0,31,9,15,37.5
Isac Lidberg,SWE,FW,24,Utrecht,Eredivisie,10.5,1,0,0,11,23,4,6,1,5,0,0,0,22,31,39,44.3
Modibo Sagnan,MLI,DF,24,Utrecht,Eredivisie,9.7,1,0,0,8,2,0,1,8,13,0,1,0,57,24,15,61.5
Marouan Azarkan,NED,FW,21,Utrecht,Eredivisie,8.8,3,0,0,11,28,2,54,6,12,0,0,0,47,9,17,34.6
Mark van der Maarel,NED,DF,33,Utrecht,Eredivisie,8.3,2,0,0,15,5,1,7,5,5,0,1,0,29,4,17,19.0
Yannick Leliendal,NED,DF,21,Utrecht,Eredivisie,5.5,1,0,0,4,7,0,8,7,7,0,0,0,30,6,3,66.7
Mattijs Branderhorst,NED,GK,29,Utrecht,Eredivisie,5.0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0
Ole Romeny,NED,"FW,MF",23,Utrecht,Eredivisie,5.8,0,0,0,3,18,5,10,3,3,0,0,0,21,4,9,30.8
Zidane Iqbal,IRQ,"MF,DF",20,Utrecht,Eredivisie,5.7,0,0,0,8,5,0,4,3,10,0,0,0,41,2,4,33.3
Zakaria Labyad,MAR,"MF,FW",30,Utrecht,Eredivisie,3.1,0,0,0,6,3,0,16,2,2,0,0,0,19,6,5,54.5
Bart Ramselaar,NED,"FW,MF",27,Utrecht,Eredivisie,4.5,0,0,0,1,3,0,8,3,1,0,0,0,19,1,4,20.0
Niklas Vesterlund,DEN,"DF,FW",24,Utrecht,Eredivisie,3.0,1,0,0,3,2,0,6,1,4,1,0,0,17,3,3,50.0
Anthony Descotte,BEL,FW,19,Utrecht,Eredivisie,2.3,1,0,0,4,0,0,1,1,3,0,0,0,8,0,10,0.0
Hugo Novoa,ESP,"DF,FW",20,Utrecht,Eredivisie,2.3,2,1,1,7,1,0,9,3,3,0,1,0,12,3,2,60.0
Anastasios Douvikas,GRE,FW,23,Utrecht,Eredivisie,2.0,0,0,0,5,4,1,2,0,1,0,0,0,4,9,10,47.4
Sean Klaiber,SUR,DF,29,Utrecht,Eredivisie,1.1,0,0,0,0,0,0,4,0,7,0,0,0,12,1,0,100.0
Jeppe Okkels,DEN,"FW,DF",24,Utrecht,Eredivisie,1.8,0,0,0,1,2,0,7,0,0,0,0,0,7,3,3,50.0
Adrian Blake,ENG,"FW,MF",18,Utrecht,Eredivisie,0.3,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0.0
Nazjir Held,CUW,DF,17,Utrecht,Eredivisie,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
Tim Handwerker,GER,"FW,DF",25,Utrecht,Eredivisie,0.2,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0.0
Silas Andersen,DEN,FW,19,Utrecht,Eredivisie,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Jesse van de Haar,NED,FW,18,Utrecht,Eredivisie,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Nick Olij,NED,GK,27,Sparta R'dam,Eredivisie,34.0,0,0,0,1,3,0,0,0,1,0,1,0,41,7,1,87.5
Saïd Bakari,COM,DF,28,Sparta R'dam,Eredivisie,31.7,3,1,0,19,11,0,71,28,63,0,1,0,168,19,27,41.3
Tobias Lauritsen,NOR,FW,25,Sparta R'dam,Eredivisie,27.6,2,0,0,24,40,12,8,3,4,0,0,0,58,219,127,63.3
Djevencio van der Kust,SUR,DF,22,Sparta R'dam,Eredivisie,27.8,4,0,0,27,18,7,71,35,36,0,1,0,141,20,32,38.5
Arno Verschueren,BEL,MF,26,Sparta R'dam,Eredivisie,26.3,3,1,0,46,21,1,43,18,35,1,0,1,109,37,56,39.8
Bart Vriends,NED,DF,32,Sparta R'dam,Eredivisie,24.5,3,0,0,21,13,0,1,30,18,0,0,0,112,88,43,67.2
Jonathan de Guzmán,NED,MF,35,Sparta R'dam,Eredivisie,21.4,6,0,0,27,16,1,56,24,9,0,0,0,152,22,23,48.9
Joshua Kitolano,NOR,MF,21,Sparta R'dam,Eredivisie,23.4,2,0,0,14,29,2,12,6,19,0,0,0,114,9,25,26.5
Pelle Clement,NED,"MF,FW",27,Sparta R'dam,Eredivisie,21.1,4,0,0,18,27,0,69,18,17,1,0,0,116,30,29,50.8
Koki Saito,JPN,FW,21,Sparta R'dam,Eredivisie,18.4,0,0,0,13,34,6,67,5,11,0,0,0,77,10,18,35.7
Tijs Velthuis,NED,DF,21,Sparta R'dam,Eredivisie,19.6,2,0,0,13,4,0,2,6,18,0,0,0,77,47,42,52.8
Mike Eerdhuijzen,NED,DF,23,Sparta R'dam,Eredivisie,14.7,1,0,0,9,4,1,11,22,10,0,1,0,46,38,20,65.5
Shunsuke Mito,JPN,"FW,MF",20,Sparta R'dam,Eredivisie,11.3,0,0,0,3,18,3,21,7,9,0,0,0,57,5,14,26.3
Camiel Neghli,NED,FW,21,Sparta R'dam,Eredivisie,15.0,1,0,0,4,4,1,107,9,14,1,0,0,68,3,18,14.3
Metinho,BRA,MF,20,Sparta R'dam,Eredivisie,14.1,3,0,0,17,38,2,3,20,34,0,0,0,87,19,14,57.6
Charles-Andréas Brym,CAN,"FW,MF",24,Sparta R'dam,Eredivisie,15.3,1,0,0,15,26,4,41,4,12,0,0,0,75,23,50,31.5
Django Warmerdam,NED,"DF,FW",27,Sparta R'dam,Eredivisie,9.9,1,0,0,5,8,1,34,12,13,1,1,0,41,8,13,38.1
Rick Meijssen,NED,DF,21,Sparta R'dam,Eredivisie,9.8,0,0,0,4,7,0,0,10,5,0,0,0,32,14,12,53.8
Vito van Crooy,NED,FW,27,Sparta R'dam,Eredivisie,2.9,1,0,0,1,4,0,16,2,1,0,0,0,11,8,7,53.3
Augustin Anello,BEL,"FW,MF",21,Sparta R'dam,Eredivisie,2.5,0,0,0,2,3,1,16,0,3,0,0,0,14,0,2,0.0
Jeremy van Mullem,NED,MF,24,Sparta R'dam,Eredivisie,0.8,1,0,0,1,1,0,0,0,0,0,0,0,3,2,3,40.0
Rayvien Rosario,CUW,"FW,DF",19,Sparta R'dam,Eredivisie,0.5,0,0,0,1,2,1,0,0,3,0,0,0,4,1,3,25.0
Hamza el Dahri,NED,"MF,FW",18,Sparta R'dam,Eredivisie,0.4,1,0,0,1,0,0,0,0,2,0,0,0,3,1,2,33.3
Mehmet Yuksel,NED,"DF,FW",21,Sparta R'dam,Eredivisie,0.1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0
Jesse Bal,NED,MF,16,Sparta R'dam,Eredivisie,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sergi Rosanas,ESP,DF,22,Sparta R'dam,Eredivisie,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
Jeffrey De Lange,NED,GK,25,Go Ahead Eag,Eredivisie,34.0,2,0,0,0,2,0,0,0,0,0,0,1,56,8,3,72.7
Bas Kuipers,NED,DF,28,Go Ahead Eag,Eredivisie,32.8,6,0,0,29,35,3,134,31,28,0,0,0,143,25,21,54.3
Mats Deijl,NED,DF,26,Go Ahead Eag,Eredivisie,30.9,2,0,0,29,49,1,60,18,40,1,1,0,135,38,40,48.7
Willum Þór Willumsson,ISL,MF,24,Go Ahead Eag,Eredivisie,29.7,1,1,0,20,36,8,26,12,17,0,0,0,154,51,55,48.1
Evert Linthorst,NED,MF,23,Go Ahead Eag,Eredivisie,26.3,0,0,0,12,17,0,19,36,19,0,0,0,204,22,25,46.8
Oliver Edvardsen,NOR,"FW,MF",24,Go Ahead Eag,Eredivisie,26.1,0,0,0,13,60,7,68,18,12,2,0,0,115,27,20,57.4
Joris Kramer,NED,DF,26,Go Ahead Eag,Eredivisie,28.5,2,0,0,10,6,0,5,26,25,0,0,0,157,98,92,51.6
Bobby Adekanye,NED,FW,24,Go Ahead Eag,Eredivisie,20.0,4,1,0,21,40,4,46,4,11,0,0,0,91,8,20,28.6
Victor Edvardsen,SWE,FW,27,Go Ahead Eag,Eredivisie,20.3,1,0,0,14,7,7,22,2,4,0,0,0,41,18,74,19.6
Jamal Amofa,NED,DF,24,Go Ahead Eag,Eredivisie,18.5,7,1,1,16,15,0,1,17,19,0,0,0,82,21,18,53.8
Philippe Rommens,BEL,MF,25,Go Ahead Eag,Eredivisie,18.0,1,0,0,14,7,0,115,25,17,0,0,0,118,8,15,34.8
Gerrit Nauber,GER,DF,31,Go Ahead Eag,Eredivisie,19.5,3,0,0,8,6,1,0,15,7,0,0,0,73,21,19,52.5
Jakob Breum,DEN,FW,19,Go Ahead Eag,Eredivisie,16.1,2,0,0,11,21,2,72,10,17,1,0,0,84,4,16,20.0
Enric Llansana,NED,"MF,DF",22,Go Ahead Eag,Eredivisie,13.6,1,0,0,25,7,1,6,13,32,0,1,0,105,35,24,59.3
Thibo Baeten,BEL,"FW,MF",21,Go Ahead Eag,Eredivisie,10.1,3,0,0,28,17,6,10,4,7,0,0,0,33,18,41,30.5
Xander Blomme,BEL,MF,21,Go Ahead Eag,Eredivisie,7.9,3,0,0,12,6,0,1,18,15,0,0,0,38,19,16,54.3
Sylla Sow,NED,FW,26,Go Ahead Eag,Eredivisie,7.0,1,0,0,6,5,8,2,1,7,0,0,0,19,6,22,21.4
Søren Tengstedt,DEN,"MF,FW",23,Go Ahead Eag,Eredivisie,4.5,0,0,0,1,3,1,6,1,8,0,0,0,24,3,7,30.0
Finn Stokkers,NED,FW,27,Go Ahead Eag,Eredivisie,4.2,0,0,0,7,4,7,2,2,3,0,0,0,9,18,28,39.1
Luca Everink,NED,DF,22,Go Ahead Eag,Eredivisie,3.1,0,0,0,3,9,0,3,9,2,0,0,0,18,1,5,16.7
Dean James,NED,"DF,FW",23,Go Ahead Eag,Eredivisie,1.1,0,0,0,2,3,0,3,2,2,0,0,0,4,0,3,0.0
Pim Saathof,NED,DF,19,Go Ahead Eag,Eredivisie,0.6,0,0,0,1,0,0,2,0,5,0,0,0,7,1,1,50.0
Rashaan Fernandes,NED,"FW,MF",24,Go Ahead Eag,Eredivisie,0.4,0,0,0,1,1,0,5,0,0,0,0,0,1,0,1,0.0
Rodrigo Guth,BRA,DF,22,Fortuna Sittard,Eredivisie,31.3,8,1,1,34,3,0,11,32,19,0,0,0,153,98,57,63.2
