player,nationality,position,age,club,league,minutes_90s,passes,passes_live,passes_dead,passes_fk,through_balls,passes_switches,crosses,throw_ins,CK,CK_in,CK_out,CK_s,passes_completed,passes_offside,passes_blocked
Riccardo Sottil,ITA,FW,24,Fiorentina,Serie A,12.3,421,419,2,1,1,4,46,1,0,0,0,0,331,0,17
Christian Kouamé,CIV,FW,26,Fiorentina,Serie A,11.8,436,420,11,2,3,1,20,7,2,0,0,0,316,5,12
Andrea Belotti,ITA,FW,30,Fiorentina,Serie A,9.5,171,153,18,1,0,0,4,0,0,0,0,0,111,0,4
Antonín Barák,CZE,"MF,FW",29,Fiorentina,Serie A,8.9,388,368,20,3,0,1,4,4,1,0,0,0,335,0,13
Josip Brekalo,CRO,FW,25,Fiorentina,Serie A,7.2,291,278,11,4,0,0,24,1,6,0,5,0,234,2,8
Dodô,BRA,DF,25,Fiorentina,Serie A,5.8,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6
Maxime Lopez,FRA,MF,26,Fiorentina,Serie A,7.9,615,590,25,13,0,2,15,1,10,0,9,0,544,0,4
Davide Faraoni,ITA,DF,32,Fiorentina,Serie A,4.3,243,197,45,5,1,0,17,39,1,0,1,0,187,1,7
Oliver Christensen,DEN,GK,25,Fiorentina,Serie A,4.0,190,164,26,6,0,0,0,0,0,0,0,0,146,0,1
Gaetano Castrovilli,ITA,"FW,MF",27,Fiorentina,Serie A,3.4,100,96,3,1,0,2,8,2,0,0,0,0,65,1,7
Gino Infantino,ARG,MF,21,Fiorentina,Serie A,0.9,41,38,1,0,0,1,0,0,0,0,0,0,34,2,1
Yerry Mina,COL,"DF,MF",29,Fiorentina,Serie A,0.5,17,15,2,2,0,0,0,0,0,0,0,0,15,0,0
Pietro Comuzzo,ITA,"DF,FW",19,Fiorentina,Serie A,0.5,38,38,0,0,0,0,0,0,0,0,0,0,27,0,0
Lorenzo Amatucci,ITA,MF,20,Fiorentina,Serie A,0.2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2
Vanja Milinković-Savić,SRB,GK,27,Torino,Serie A,36.0,1536,1207,320,81,0,4,0,0,0,0,0,0,984,9,0
Raoul Bellanova,ITA,DF,24,Torino,Serie A,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44
Duván Zapata,COL,FW,33,Torino,Serie A,32.0,752,707,39,2,1,8,50,9,0,0,0,0,492,6,31
Ricardo Rodríguez,SUI,DF,31,Torino,Serie A,30.8,1677,1566,108,28,1,11,57,51,15,11,4,0,1401,3,14
Nikola Vlašić,CRO,"MF,FW",26,Torino,Serie A,29.0,998,989,5,2,5,5,37,2,0,0,0,0,806,4,25
Alessandro Buongiorno,ITA,DF,24,Torino,Serie A,28.1,1187,1162,25,21,1,2,3,3,0,0,0,0,1012,0,7
Samuele Ricci,ITA,MF,22,Torino,Serie A,26.6,1310,1224,83,68,1,3,54,7,8,4,2,1,1121,3,21
Adrien Tameze,CMR,"DF,MF",30,Torino,Serie A,23.8,1276,1218,56,39,1,5,15,16,0,0,0,0,1106,2,23
Ivan Ilić,SRB,MF,23,Torino,Serie A,23.3,1336,1184,145,81,1,7,91,5,59,59,0,0,1101,7,21
Antonio Sanabria,PAR,"FW,MF",28,Torino,Serie A,23.7,624,587,37,2,0,5,6,2,0,0,0,0,494,0,17
Valentino Lazaro,AUT,"DF,MF",28,Torino,Serie A,22.2,1106,884,216,17,1,3,127,147,52,37,11,0,839,6,23
Karol Linetty,POL,MF,29,Torino,Serie A,20.6,884,849,31,24,0,7,19,2,5,2,3,0,755,4,8
Mërgim Vojvoda,KVX,DF,29,Torino,Serie A,15.3,964,818,142,18,2,11,64,102,22,21,0,0,762,4,15
Adam Masina,MAR,DF,30,Torino,Serie A,11.4,652,620,31,8,0,1,4,17,0,0,0,0,557,1,2
Perr Schuurs,NED,DF,24,Torino,Serie A,8.6,406,393,12,9,0,6,2,3,0,0,0,0,359,1,4
Koffi Djidji,CIV,DF,31,Torino,Serie A,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3
Pietro Pellegri,ITA,FW,23,Torino,Serie A,8.4,138,124,14,0,0,0,5,2,0,0,0,0,86,0,8
Matteo Lovato,ITA,DF,24,Torino,Serie A,6.0,272,266,6,5,0,0,0,1,0,0,0,0,243,0,1
Demba Seck,SEN,MF,23,Torino,Serie A,4.7,109,109,0,0,0,0,2,0,0,0,0,0,82,0,7
Gvidas Gineitis,LTU,MF,20,Torino,Serie A,6.0,284,256,27,12,0,2,22,0,15,10,4,0,227,1,7
Nemanja Radonjić,SRB,"MF,FW",28,Torino,Serie A,4.2,89,86,2,0,0,1,11,2,0,0,0,0,57,1,5
David Okereke,NGA,"FW,MF",26,Torino,Serie A,2.8,92,91,1,0,0,0,4,1,0,0,0,0,72,0,4
Saba Sazonov,GEO,DF,22,Torino,Serie A,4.0,187,184,3,1,0,1,0,2,0,0,0,0,163,0,1
Luca Gemello,ITA,GK,23,Torino,Serie A,2.0,118,99,17,5,0,0,0,0,0,0,0,0,95,2,0
Brandon Soppy,FRA,DF,22,Torino,Serie A,2.0,92,67,25,4,0,0,3,21,0,0,0,0,68,0,7
Yann Karamoh,FRA,"MF,FW",25,Torino,Serie A,1.8,66,61,5,0,0,0,5,5,0,0,0,0,45,0,1
David Zima,CZE,DF,23,Torino,Serie A,1.0,43,43,0,0,0,0,0,0,0,0,0,0,36,0,0
Zanos Savva,CYP,"DF,MF",18,Torino,Serie A,0.3,11,10,1,0,0,0,0,1,0,0,0,0,5,0,0
Alessandro Dellavalle,ITA,DF,20,Torino,Serie A,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1
Simone Verdi,ITA,FW,31,Torino,Serie A,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stanislav Lobotka,SVK,MF,29,Napoli,Serie A,36.5,2278,2209,63,37,4,14,3,2,0,0,0,0,2081,6,14
Giovanni Di Lorenzo,ITA,DF,30,Napoli,Serie A,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46
Andre-Frank Zambo Anguissa,CMR,MF,28,Napoli,Serie A,31.0,1839,1803,32,18,4,4,20,14,0,0,0,0,1604,4,24
Khvicha Kvaratskhelia,GEO,FW,23,Napoli,Serie A,30.4,1200,1110,86,17,6,30,99,22,45,27,12,0,965,4,22
Alex Meret,ITA,GK,27,Napoli,Serie A,30.8,914,726,185,48,0,1,0,0,0,0,0,0,769,3,1
Matteo Politano,ITA,FW,30,Napoli,Serie A,26.2,1292,1137,145,36,2,31,135,38,65,30,13,2,994,10,43
Amir Rrahmani,KVX,DF,30,Napoli,Serie A,28.9,2255,2153,97,72,0,45,4,6,0,0,0,0,2028,5,8
Juan Jesus,BRA,DF,32,Napoli,Serie A,23.5,1709,1621,86,60,0,7,0,16,0,0,0,0,1547,2,12
Piotr Zieliński,POL,MF,30,Napoli,Serie A,21.4,1255,1145,102,28,5,7,89,2,68,14,37,0,1037,8,17
Victor Osimhen,NGA,FW,25,Napoli,Serie A,22.0,290,269,17,0,1,1,14,3,0,0,0,0,194,4,15
Leo Skiri Østigård,NOR,DF,24,Napoli,Serie A,18.1,1339,1297,37,25,0,8,2,6,0,0,0,0,1172,5,4
Mathías Olivera,URU,DF,26,Napoli,Serie A,17.4,1175,992,182,26,1,6,27,156,0,0,0,0,1024,1,22
Giacomo Raspadori,ITA,"FW,MF",24,Napoli,Serie A,17.6,709,638,68,15,6,18,65,5,28,5,18,0,525,3,20
Mário Rui,POR,DF,33,Napoli,Serie A,13.4,1068,906,162,40,2,11,62,106,16,0,15,0,860,0,16
Jens Cajuste,SWE,MF,24,Napoli,Serie A,11.3,435,425,8,1,1,1,6,7,0,0,0,0,369,2,9
Natan,BRA,DF,23,Napoli,Serie A,10.6,666,619,46,22,0,7,5,24,0,0,0,0,581,1,6
Giovanni Simeone,ARG,FW,28,Napoli,Serie A,8.9,187,170,15,0,2,0,6,0,0,0,0,0,132,2,4
Pierluigi Gollini,ITA,GK,29,Napoli,Serie A,7.0,266,197,69,16,0,2,0,0,0,0,0,0,218,0,0
Hamed Junior Traorè,CIV,MF,24,Napoli,Serie A,4.2,196,195,1,1,0,3,7,0,0,0,0,0,167,0,1
Pasquale Mazzocchi,ITA,DF,28,Napoli,Serie A,4.8,276,237,39,4,2,3,14,35,0,0,0,0,225,0,2
Elif Elmas,MKD,"FW,MF",24,Napoli,Serie A,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4
Jesper Lindstrøm,DEN,"FW,MF",24,Napoli,Serie A,4.8,229,215,14,4,1,2,12,6,4,1,2,1,188,0,11
Cyril Ngonge,BEL,FW,24,Napoli,Serie A,3.5,144,131,13,2,1,1,20,2,9,4,5,0,107,0,4
Gianluca Gaetano,ITA,MF,24,Napoli,Serie A,1.8,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1
Alessio Zerbin,ITA,"FW,DF",25,Napoli,Serie A,1.7,71,63,8,1,0,1,7,6,1,0,1,0,56,0,5
Diego Demme,GER,MF,32,Napoli,Serie A,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1
Alessandro Zanoli,ITA,"DF,FW",23,Napoli,Serie A,0.6,40,37,3,0,0,0,2,3,0,0,0,0,33,0,0
Leander Dendoncker,BEL,MF,29,Napoli,Serie A,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0
Nikita Contini Baranovsky,ITA,GK,28,Napoli,Serie A,0.2,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0
Josep Martinez,ESP,GK,26,Genoa,Serie A,36.0,1430,1129,295,124,0,5,0,0,0,0,0,0,1017,6,2
Morten Frendrup,DEN,MF,23,Genoa,Serie A,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38
Albert Guðmundsson,ISL,"FW,MF",26,Genoa,Serie A,33.5,1214,1006,205,81,5,8,179,16,93,34,48,2,907,3,34
Johan Vásquez,MEX,DF,25,Genoa,Serie A,31.7,1394,1196,194,34,0,5,30,129,0,0,0,0,1069,4,27
Milan Badelj,CRO,MF,35,Genoa,Serie A,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20
Stefano Sabelli,ITA,DF,31,Genoa,Serie A,27.0,977,781,192,7,1,6,99,185,0,0,0,0,611,4,43
Mattia Bani,ITA,DF,30,Genoa,Serie A,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8
Koni De Winter,BEL,DF,21,Genoa,Serie A,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14
Mateo Retegui,ITA,FW,25,Genoa,Serie A,24.6,412,381,27,0,0,0,20,2,0,0,0,0,265,4,21
Radu Drăgușin,ROU,DF,22,Genoa,Serie A,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3
Ruslan Malinovskyi,UKR,MF,31,Genoa,Serie A,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13
Aarón Martín,ESP,DF,27,Genoa,Serie A,15.3,619,495,119,16,0,2,106,71,32,7,21,0,431,5,22
Kevin Strootman,NED,MF,34,Genoa,Serie A,13.4,670,632,37,21,1,1,20,11,5,2,1,0,550,1,9
Alessandro Vogliacco,ITA,DF,25,Genoa,Serie A,13.0,626,571,52,17,0,4,12,34,0,0,0,0,494,3,5
Junior Messias,BRA,"MF,DF",33,Genoa,Serie A,11.7,337,307,30,5,1,3,24,14,4,2,2,0,245,0,7
Caleb Ekuban,GHA,FW,30,Genoa,Serie A,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10
Morten Thorsby,NOR,MF,28,Genoa,Serie A,12.9,332,329,3,1,0,0,9,2,0,0,0,0,206,0,10
Djed Spence,ENG,DF,23,Genoa,Serie A,9.5,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5
Ridgeciano Haps,SUR,DF,30,Genoa,Serie A,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7
Vitinha,POR,"FW,MF",24,Genoa,Serie A,3.2,60,52,7,0,0,1,9,3,1,0,0,0,34,1,2
Nicola Leali,ITA,GK,31,Genoa,Serie A,2.0,72,53,19,9,0,0,0,0,0,0,0,0,40,0,0
George Pușcaș,ROU,FW,28,Genoa,Serie A,2.1,61,58,3,0,0,0,0,0,0,0,0,0,34,0,3
Silvan Hefti,SUI,"MF,DF",26,Genoa,Serie A,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1
Giorgio Cittadini,ITA,DF,22,Genoa,Serie A,1.2,31,28,3,0,0,0,0,3,0,0,0,0,19,0,0
Alan Matturro,URU,DF,19,Genoa,Serie A,1.2,25,24,1,0,0,0,0,1,0,0,0,0,16,0,1
Davide Biraschi,ITA,DF,29,Genoa,Serie A,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0
Berkan Kutlu,TUR,MF,26,Genoa,Serie A,2.2,64,59,5,2,0,2,12,0,2,1,1,0,46,0,3
David Akpan Ankeye,NGA,FW,22,Genoa,Serie A,0.6,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
Emil Bohinen,NOR,MF,25,Genoa,Serie A,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0
Seydou Fini,ITA,"DF,FW",17,Genoa,Serie A,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0
Filip Jagiełło,POL,MF,26,Genoa,Serie A,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1
Pablo Galdames Millán,CHI,"MF,DF",27,Genoa,Serie A,0.1,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0
Daniele Sommariva,ITA,GK,26,Genoa,Serie A,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Christos Papadopoulos,GRE,FW,19,Genoa,Serie A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo Pessina,ITA,MF,27,Monza,Serie A,35.8,2154,2037,112,65,1,9,19,4,0,0,0,0,1903,5,26
Andrea Colpani,ITA,"MF,FW",25,Monza,Serie A,29.5,981,876,99,24,2,33,111,9,66,15,40,0,752,6,19
Michele Di Gregorio,ITA,GK,26,Monza,Serie A,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1
Pablo Marí,ESP,DF,30,Monza,Serie A,29.1,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1,6
Roberto Gagliardini,ITA,"MF,DF",30,Monza,Serie A,26.2,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11
Dany Mota,POR,"FW,MF",26,Monza,Serie A,22.8,836,775,58,9,1,5,89,5,31,3,23,0,625,3,33
Luca Caldirola,ITA,DF,33,Monza,Serie A,23.8,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10
Samuele Birindelli,ITA,DF,24,Monza,Serie A,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31
Giorgos Kyriakopoulos,GRE,DF,28,Monza,Serie A,19.0,1080,908,170,17,0,0,84,136,17,1,16,0,891,2,30
Armando Izzo,ITA,DF,32,Monza,Serie A,18.3,1235,1181,54,43,0,5,3,8,0,0,0,0,1122,0,7
Patrick Ciurria,ITA,"DF,MF",29,Monza,Serie A,17.8,847,740,106,7,2,2,53,92,7,2,4,0,662,1,25
Danilo D'Ambrosio,ITA,DF,35,Monza,Serie A,17.1,1095,1029,65,34,1,2,7,27,0,0,0,0,979,1,9
Andrea Carboni,ITA,DF,23,Monza,Serie A,16.5,976,925,51,16,0,10,21,34,0,0,0,0,833,0,13
Lorenzo Colombo,ITA,FW,22,Monza,Serie A,15.1,263,252,11,1,0,4,2,2,0,0,0,0,185,0,7
Warren Bondo,FRA,MF,20,Monza,Serie A,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11
Milan Đurić,BIH,FW,34,Monza,Serie A,14.0,272,268,4,0,0,0,1,0,0,0,0,0,140,0,5
Valentin Carboni,ARG,"MF,FW",19,Monza,Serie A,13.0,523,507,16,3,4,4,14,2,6,2,2,0,436,0,20
Pedro Pereira,POR,DF,26,Monza,Serie A,9.3,517,448,66,2,0,2,37,64,0,0,0,0,406,3,17
Jean-Daniel Akpa-Akpro,CIV,MF,31,Monza,Serie A,7.8,263,260,3,1,1,1,1,0,0,0,0,0,220,0,11
Alessio Zerbin,ITA,"DF,FW",25,Monza,Serie A,7.6,282,228,54,7,1,0,31,35,12,1,7,0,218,0,11
Alessandro Sorrentino,ITA,GK,22,Monza,Serie A,6.1,193,141,52,10,0,0,0,0,0,0,0,0,148,0,0
Gianluca Caprari,ITA,"MF,FW",30,Monza,Serie A,3.2,124,114,9,1,0,0,8,2,5,1,3,0,98,1,7
Samuele Vignato,ITA,"MF,FW",20,Monza,Serie A,3.8,128,118,10,2,1,3,8,1,6,0,5,0,107,0,3
Daniel Maldini,ITA,"MF,FW",22,Monza,Serie A,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1
Pepín,EQG,"MF,FW",27,Monza,Serie A,2.7,143,134,7,2,2,1,4,2,3,0,3,0,113,2,3
Mirko Marić,CRO,FW,29,Monza,Serie A,3.2,91,87,4,0,0,0,1,0,0,0,0,0,66,0,4
Papu Gómez,ARG,"MF,FW",36,Monza,Serie A,0.5,19,13,5,1,1,0,5,0,4,1,2,0,11,1,0
Giulio Donati,ITA,DF,34,Monza,Serie A,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1
Giorgio Cittadini,ITA,DF,22,Monza,Serie A,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Andrea Ferraris,ITA,MF,21,Monza,Serie A,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0
Davide Bettella,ITA,MF,24,Monza,Serie A,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Lorenzo Montipò,ITA,GK,28,Hellas Verona,Serie A,37.0,1272,833,432,127,0,2,0,0,0,0,0,0,783,7,0
Michael Folorunsho,ITA,"MF,FW",26,Hellas Verona,Serie A,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32
Ondrej Duda,SVK,MF,29,Hellas Verona,Serie A,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19
Giangiacomo Magnani,ITA,DF,28,Hellas Verona,Serie A,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6
Paweł Dawidowicz,POL,DF,29,Hellas Verona,Serie A,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
Tomáš Suslov,SVK,"MF,FW",21,Hellas Verona,Serie A,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23
Darko Lazović,SRB,"FW,MF",33,Hellas Verona,Serie A,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33
Jackson Tchatchoua,CMR,DF,22,Hellas Verona,Serie A,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16
Suat Serdar,GER,MF,27,Hellas Verona,Serie A,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19
Diego Coppola,ITA,DF,20,Hellas Verona,Serie A,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6
Juan David Cabal,COL,DF,23,Hellas Verona,Serie A,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
Cyril Ngonge,BEL,"FW,MF",24,Hellas Verona,Serie A,15.9,361,324,35,10,4,5,51,2,10,2,7,0,234,2,12
Tijjani Noslin,NED,"FW,MF",24,Hellas Verona,Serie A,14.9,338,330,7,0,0,0,15,0,0,0,0,0,235,1,9
Filippo Terracciano,ITA,DF,21,Hellas Verona,Serie A,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15
Milan Đurić,BIH,FW,34,Hellas Verona,Serie A,13.4,334,330,4,0,0,3,1,0,0,0,0,0,181,0,3
Martin Hongla,CMR,MF,26,Hellas Verona,Serie A,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5
Josh Doig,SCO,DF,22,Hellas Verona,Serie A,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9
Federico Bonazzoli,ITA,"FW,MF",27,Hellas Verona,Serie A,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11
Isak Hien,SWE,DF,25,Hellas Verona,Serie A,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2
Fabien Centonze,FRA,DF,28,Hellas Verona,Serie A,7.5,317,238,77,0,0,0,28,77,0,0,0,0,213,2,10
Davide Faraoni,ITA,DF,32,Hellas Verona,Serie A,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6
Bruno Amione,ARG,DF,22,Hellas Verona,Serie A,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3
Jordi Mboula,ESP,"FW,MF",25,Hellas Verona,Serie A,3.4,69,68,1,1,0,1,8,0,0,0,0,0,46,0,9
Stefan Mitrović,SRB,"FW,MF",21,Hellas Verona,Serie A,4.3,105,101,2,0,0,1,15,0,2,0,2,0,77,2,5
Karol Świderski,POL,"FW,MF",27,Hellas Verona,Serie A,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8
Daniel Bandeira,POR,MF,24,Hellas Verona,Serie A,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2
Riccardo Saponara,ITA,"FW,MF",32,Hellas Verona,Serie A,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8
Thomas Henry,FRA,FW,29,Hellas Verona,Serie A,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2
Rúben Vinagre,POR,"DF,FW",25,Hellas Verona,Serie A,3.1,127,107,20,5,0,0,16,15,0,0,0,0,86,0,3
Juan Cruz,ARG,"FW,MF",24,Hellas Verona,Serie A,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1
Reda Belahyane,FRA,MF,19,Hellas Verona,Serie A,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0
Simone Perilli,ITA,GK,29,Hellas Verona,Serie A,1.0,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0
Elayis Tavsan,NED,"MF,FW",23,Hellas Verona,Serie A,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0
Charlys,BRA,MF,20,Hellas Verona,Serie A,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Alphadjo Cissè,ITA,FW,17,Hellas Verona,Serie A,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yayah Kallon,SLE,FW,22,Hellas Verona,Serie A,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Wladimiro Falcone,ITA,GK,29,Lecce,Serie A,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0
Federico Baschirotto,ITA,DF,27,Lecce,Serie A,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10
Marin Pongračić,CRO,DF,26,Lecce,Serie A,35.8,1872,1701,166,139,0,10,1,5,0,0,0,0,1583,5,9
Valentin Gendrey,FRA,DF,23,Lecce,Serie A,33.8,1380,1030,347,31,4,2,61,316,0,0,0,0,1031,3,32
Ylber Ramadani,ALB,MF,28,Lecce,Serie A,33.0,1250,1229,19,17,3,6,14,2,0,0,0,0,991,2,27
Antonino Gallo,ITA,DF,24,Lecce,Serie A,27.7,1408,1087,313,49,0,9,138,249,15,1,7,0,995,8,37
Nikola Krstović,MNE,FW,24,Lecce,Serie A,26.4,526,476,48,1,5,2,4,7,0,0,0,0,354,2,20
Pontus Almqvist,SWE,"FW,MF",24,Lecce,Serie A,23.4,478,472,6,2,1,0,21,3,1,1,0,0,351,0,19
Remi Oudin,FRA,"MF,FW",27,Lecce,Serie A,20.2,804,626,173,66,2,19,156,17,87,44,31,0,497,5,21
Patrick Dorgu,DEN,"DF,MF",19,Lecce,Serie A,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16
Lameck Banda,ZAM,FW,23,Lecce,Serie A,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14
Hamza Rafia,TUN,MF,25,Lecce,Serie A,13.4,504,469,34,12,4,4,38,4,14,5,7,0,359,1,18
Alexis Blin,FRA,MF,27,Lecce,Serie A,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9
Mohamed Kaba,FRA,MF,22,Lecce,Serie A,15.3,438,414,21,7,1,1,7,2,0,0,0,0,349,3,7
Joan Gonzàlez,ESP,MF,22,Lecce,Serie A,14.3,463,444,16,5,0,7,10,5,0,0,0,0,348,3,10
Gabriel Strefezza,BRA,FW,27,Lecce,Serie A,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9
Roberto Piccoli,ITA,FW,23,Lecce,Serie A,15.3,246,229,16,0,1,1,6,1,0,0,0,0,147,1,9
Nicola Sansone,ITA,"FW,MF",32,Lecce,Serie A,8.5,277,253,22,6,1,5,28,0,16,8,7,0,207,2,5
Lorenzo Venuti,ITA,DF,29,Lecce,Serie A,4.0,219,176,43,5,0,1,10,38,0,0,0,0,174,0,6
Ahmed Touba,ALG,DF,26,Lecce,Serie A,3.1,137,125,12,3,0,0,0,0,0,0,0,0,115,0,1
Medon Berisha,ALB,"FW,MF",20,Lecce,Serie A,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1
Santiago Pierotti,ARG,"MF,FW",23,Lecce,Serie A,2.2,67,65,1,0,0,0,4,0,0,0,0,0,48,1,2
Federico Di Francesco,ITA,"FW,MF",29,Lecce,Serie A,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Jeppe Corfitzen,DEN,FW,19,Lecce,Serie A,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Rareș-Cătălin Burnete,ROU,FW,20,Lecce,Serie A,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Marcin Listkowski,POL,FW,26,Lecce,Serie A,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Walace,BRA,MF,29,Udinese,Serie A,36.0,1437,1380,55,53,3,11,12,2,0,0,0,0,1146,2,26
Nehuén Pérez,ARG,DF,23,Udinese,Serie A,36.0,1599,1386,209,94,1,29,19,107,0,0,0,0,1267,4,11
Lorenzo Lucca,ITA,FW,23,Udinese,Serie A,28.8,454,432,18,0,0,3,8,2,0,0,0,0,271,4,15
Lazar Samardzic,SRB,MF,22,Udinese,Serie A,26.4,987,809,171,58,4,20,124,18,86,39,37,0,733,7,16
Hassane Kamara,CIV,DF,30,Udinese,Serie A,24.7,818,694,120,6,0,4,71,113,1,0,0,0,600,4,29
Thomas Kristensen,DEN,DF,22,Udinese,Serie A,23.3,863,725,134,32,0,11,1,97,0,0,0,0,662,4,8
Jaka Bijol,SVN,DF,25,Udinese,Serie A,23.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4
Roberto Pereyra,ARG,"FW,MF",33,Udinese,Serie A,20.6,598,554,41,6,3,3,24,14,2,2,0,0,472,3,25
Sandi Lovrić,SVN,MF,26,Udinese,Serie A,22.1,718,621,92,37,2,7,82,10,43,15,22,0,543,5,17
Maduka Okoye,NGA,GK,24,Udinese,Serie A,21.0,451,244,203,42,0,0,0,0,0,0,0,0,275,4,1
Martín Payero,ARG,MF,25,Udinese,Serie A,20.0,547,520,23,10,2,1,20,7,5,2,3,0,413,4,7
Festy Ebosele,IRL,DF,21,Udinese,Serie A,18.9,419,358,60,2,1,5,45,58,0,0,0,0,278,1,21
Florian Thauvin,FRA,FW,31,Udinese,Serie A,19.0,548,468,75,9,2,5,79,10,19,0,11,1,385,5,16
João Ferreira,POR,DF,23,Udinese,Serie A,20.2,858,703,153,24,2,10,21,129,0,0,0,0,649,2,22
Marco Silvestri,ITA,GK,33,Udinese,Serie A,17.0,451,301,149,44,0,0,0,0,0,0,0,0,324,1,0
Kingsley Ehizibue,NED,DF,29,Udinese,Serie A,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15
